time,temperature_2m_mean (°C)
1/1/2013,11
1/2/2013,11.2
1/3/2013,11.3
1/4/2013,10.5
1/5/2013,9.6
1/6/2013,8.9
1/7/2013,7.7
1/8/2013,5.7
1/9/2013,5
1/10/2013,6.9
1/11/2013,11.8
1/12/2013,11
1/13/2013,10.1
1/14/2013,11.7
1/15/2013,13.4
1/16/2013,12.3
1/17/2013,12.2
1/18/2013,10.8
1/19/2013,10.2
1/20/2013,12.8
1/21/2013,13.4
1/22/2013,12
1/23/2013,11.6
1/24/2013,11.8
1/25/2013,10.2
1/26/2013,10.1
1/27/2013,9.4
1/28/2013,9.1
1/29/2013,10
1/30/2013,9
1/31/2013,9.6
2/1/2013,10.1
2/2/2013,12.7
2/3/2013,14.7
2/4/2013,13.6
2/5/2013,13.2
2/6/2013,11.8
2/7/2013,11.8
2/8/2013,8.8
2/9/2013,9.4
2/10/2013,9
2/11/2013,7.8
2/12/2013,10.6
2/13/2013,11.4
2/14/2013,8
2/15/2013,9.6
2/16/2013,9.7
2/17/2013,9.2
2/18/2013,9
2/19/2013,11.1
2/20/2013,10.3
2/21/2013,11
2/22/2013,13.2
2/23/2013,12.9
2/24/2013,14.8
2/25/2013,15.4
2/26/2013,12.6
2/27/2013,10.1
2/28/2013,10.8
3/1/2013,11.1
3/2/2013,10.9
3/3/2013,10.7
3/4/2013,11
3/5/2013,11.3
3/6/2013,10.8
3/7/2013,12.8
3/8/2013,12.9
3/9/2013,14.1
3/10/2013,14.9
3/11/2013,15.5
3/12/2013,13.4
3/13/2013,14
3/14/2013,14.8
3/15/2013,10.5
3/16/2013,8.7
3/17/2013,8.8
3/18/2013,9.1
3/19/2013,12.9
3/20/2013,14.4
3/21/2013,16.4
3/22/2013,11.8
3/23/2013,11.8
3/24/2013,12.2
3/25/2013,14.9
3/26/2013,13.4
3/27/2013,14.2
3/28/2013,15.6
3/29/2013,16.9
3/30/2013,17.6
3/31/2013,15.8
4/1/2013,14.7
4/2/2013,16.1
4/3/2013,13.8
4/4/2013,13.8
4/5/2013,14.8
4/6/2013,16.9
4/7/2013,16
4/8/2013,13.7
4/9/2013,14
4/10/2013,14.8
4/11/2013,15
4/12/2013,15.7
4/13/2013,15.9
4/14/2013,16.6
4/15/2013,14.7
4/16/2013,14.1
4/17/2013,15.8
4/18/2013,14.5
4/19/2013,13.9
4/20/2013,13.2
4/21/2013,15
4/22/2013,16.7
4/23/2013,17.4
4/24/2013,18.4
4/25/2013,19
4/26/2013,20.3
4/27/2013,19.5
4/28/2013,19.3
4/29/2013,20.6
4/30/2013,21.6
5/1/2013,23
5/2/2013,24.2
5/3/2013,22.9
5/4/2013,24.4
5/5/2013,23.8
5/6/2013,24.6
5/7/2013,21.6
5/8/2013,19
5/9/2013,17.7
5/10/2013,17.8
5/11/2013,19.3
5/12/2013,18.6
5/13/2013,17.5
5/14/2013,18.3
5/15/2013,19.1
5/16/2013,19.3
5/17/2013,21.9
5/18/2013,23.6
5/19/2013,25.6
5/20/2013,23.6
5/21/2013,24.6
5/22/2013,24.5
5/23/2013,20
5/24/2013,18.8
5/25/2013,19.4
5/26/2013,20.4
5/27/2013,19.3
5/28/2013,21.8
5/29/2013,21.4
5/30/2013,21.2
5/31/2013,19
6/1/2013,17.9
6/2/2013,18.6
6/3/2013,19.2
6/4/2013,19.7
6/5/2013,20.7
6/6/2013,21.6
6/7/2013,23.9
6/8/2013,23.5
6/9/2013,23.3
6/10/2013,23.8
6/11/2013,23.8
6/12/2013,21.1
6/13/2013,20.4
6/14/2013,21.4
6/15/2013,23.2
6/16/2013,24.7
6/17/2013,26.1
6/18/2013,27.8
6/19/2013,28.2
6/20/2013,28
6/21/2013,28.1
6/22/2013,28
6/23/2013,28.3
6/24/2013,28.2
6/25/2013,24.4
6/26/2013,23.6
6/27/2013,24.1
6/28/2013,24.4
6/29/2013,23.4
6/30/2013,22
7/1/2013,23.7
7/2/2013,24.6
7/3/2013,24.9
7/4/2013,24.9
7/5/2013,25.5
7/6/2013,26.9
7/7/2013,27.5
7/8/2013,27.8
7/9/2013,28
7/10/2013,27.6
7/11/2013,26.7
7/12/2013,26.4
7/13/2013,27
7/14/2013,27.7
7/15/2013,26.6
7/16/2013,26.3
7/17/2013,25.5
7/18/2013,26.1
7/19/2013,26.9
7/20/2013,26.9
7/21/2013,27.8
7/22/2013,27
7/23/2013,26.9
7/24/2013,28.2
7/25/2013,28.9
7/26/2013,29.4
7/27/2013,29
7/28/2013,28.3
7/29/2013,30.1
7/30/2013,30
7/31/2013,30
8/1/2013,29.1
8/2/2013,30.3
8/3/2013,29.6
8/4/2013,31.1
8/5/2013,30.3
8/6/2013,28.9
8/7/2013,29
8/8/2013,28.6
8/9/2013,29
8/10/2013,28.2
8/11/2013,28.8
8/12/2013,28.8
8/13/2013,29.5
8/14/2013,30
8/15/2013,28.7
8/16/2013,28.1
8/17/2013,29
8/18/2013,29.5
8/19/2013,29.5
8/20/2013,28.4
8/21/2013,27.9
8/22/2013,26.4
8/23/2013,27.1
8/24/2013,26.9
8/25/2013,26.5
8/26/2013,26.7
8/27/2013,28.3
8/28/2013,28.9
8/29/2013,27.2
8/30/2013,26.2
8/31/2013,26.3
9/1/2013,25.4
9/2/2013,26
9/3/2013,25.7
9/4/2013,25.8
9/5/2013,24.2
9/6/2013,24.4
9/7/2013,25.3
9/8/2013,25.8
9/9/2013,25.4
9/10/2013,26.2
9/11/2013,27.7
9/12/2013,27.5
9/13/2013,25.2
9/14/2013,23.5
9/15/2013,22.9
9/16/2013,21.7
9/17/2013,21.8
9/18/2013,23.1
9/19/2013,22
9/20/2013,22.8
9/21/2013,23.1
9/22/2013,21.9
9/23/2013,20.9
9/24/2013,20.7
9/25/2013,20.8
9/26/2013,21.2
9/27/2013,22.3
9/28/2013,22.4
9/29/2013,23
9/30/2013,22.5
10/1/2013,21.1
10/2/2013,20.4
10/3/2013,19.8
10/4/2013,16.7
10/5/2013,16.5
10/6/2013,16.9
10/7/2013,18.6
10/8/2013,19.1
10/9/2013,19.4
10/10/2013,20.2
10/11/2013,21.6
10/12/2013,22.6
10/13/2013,23.1
10/14/2013,21.2
10/15/2013,21.4
10/16/2013,20.1
10/17/2013,18.2
10/18/2013,17.9
10/19/2013,18.7
10/20/2013,18.6
10/21/2013,17.5
10/22/2013,17.9
10/23/2013,19.6
10/24/2013,20.3
10/25/2013,19
10/26/2013,18
10/27/2013,17.6
10/28/2013,18.4
10/29/2013,18
10/30/2013,18.6
10/31/2013,19.3
11/1/2013,18.6
11/2/2013,18.2
11/3/2013,17.6
11/4/2013,17.8
11/5/2013,18.7
11/6/2013,16.8
11/7/2013,17.2
11/8/2013,17.2
11/9/2013,16.7
11/10/2013,16.6
11/11/2013,17.2
11/12/2013,18.8
11/13/2013,18.1
11/14/2013,15.8
11/15/2013,15.5
11/16/2013,16.1
11/17/2013,15.1
11/18/2013,14.3
11/19/2013,14.9
11/20/2013,17.2
11/21/2013,16
11/22/2013,15.1
11/23/2013,15.4
11/24/2013,14.9
11/25/2013,13.9
11/26/2013,13
11/27/2013,11.8
11/28/2013,11.7
11/29/2013,11.2
11/30/2013,13
12/1/2013,16.1
12/2/2013,15.9
12/3/2013,10.2
12/4/2013,7.8
12/5/2013,8.1
12/6/2013,9.6
12/7/2013,13.6
12/8/2013,10.7
12/9/2013,10.3
12/10/2013,12.4
12/11/2013,6.6
12/12/2013,6.4
12/13/2013,9
12/14/2013,10.3
12/15/2013,10.9
12/16/2013,10.9
12/17/2013,9.2
12/18/2013,8.5
12/19/2013,9
12/20/2013,8.9
12/21/2013,8.6
12/22/2013,8.9
12/23/2013,8.5
12/24/2013,10.1
12/25/2013,11.9
12/26/2013,12.1
12/27/2013,12.4
12/28/2013,10.4
12/29/2013,11.4
12/30/2013,11.5
12/31/2013,10.6
1/1/2014,10
1/2/2014,10.9
1/3/2014,11.1
1/4/2014,11.2
1/5/2014,11.1
1/6/2014,12.2
1/7/2014,12.2
1/8/2014,11.9
1/9/2014,11.2
1/10/2014,10.8
1/11/2014,11.3
1/12/2014,11.3
1/13/2014,11.7
1/14/2014,12.6
1/15/2014,13.2
1/16/2014,12.4
1/17/2014,10.9
1/18/2014,11.3
1/19/2014,14.1
1/20/2014,15.2
1/21/2014,13.5
1/22/2014,12.2
1/23/2014,11.5
1/24/2014,11.5
1/25/2014,11.8
1/26/2014,9.9
1/27/2014,8.9
1/28/2014,10.7
1/29/2014,10.9
1/30/2014,10.9
1/31/2014,12.1
2/1/2014,9.7
2/2/2014,7.9
2/3/2014,7.9
2/4/2014,9.8
2/5/2014,9.9
2/6/2014,10.9
2/7/2014,11
2/8/2014,12
2/9/2014,13.2
2/10/2014,12.8
2/11/2014,13.3
2/12/2014,13.6
2/13/2014,11.2
2/14/2014,11.1
2/15/2014,12
2/16/2014,11.6
2/17/2014,12.5
2/18/2014,13.5
2/19/2014,13.4
2/20/2014,12.3
2/21/2014,14
2/22/2014,13
2/23/2014,12.8
2/24/2014,10.8
2/25/2014,10.8
2/26/2014,11.7
2/27/2014,11.2
2/28/2014,11.5
3/1/2014,11.9
3/2/2014,11.8
3/3/2014,11.7
3/4/2014,12
3/5/2014,10.6
3/6/2014,11.1
3/7/2014,12
3/8/2014,11.5
3/9/2014,10.6
3/10/2014,10.4
3/11/2014,10.4
3/12/2014,11.4
3/13/2014,12.1
3/14/2014,11.8
3/15/2014,11.7
3/16/2014,13.3
3/17/2014,14.6
3/18/2014,15.3
3/19/2014,15.3
3/20/2014,15.3
3/21/2014,14.8
3/22/2014,14.6
3/23/2014,13.6
3/24/2014,13.6
3/25/2014,12.5
3/26/2014,13.1
3/27/2014,15.2
3/28/2014,13.6
3/29/2014,14.1
3/30/2014,13.9
3/31/2014,12.5
4/1/2014,14.2
4/2/2014,14.6
4/3/2014,14.4
4/4/2014,14.6
4/5/2014,16.8
4/6/2014,14.2
4/7/2014,13.9
4/8/2014,14.1
4/9/2014,15
4/10/2014,14.4
4/11/2014,13.8
4/12/2014,14
4/13/2014,14.2
4/14/2014,14.5
4/15/2014,14.8
4/16/2014,13.9
4/17/2014,11.7
4/18/2014,10.8
4/19/2014,12.3
4/20/2014,15.1
4/21/2014,16.7
4/22/2014,20.4
4/23/2014,20.3
4/24/2014,16.7
4/25/2014,16.6
4/26/2014,16.6
4/27/2014,15.3
4/28/2014,15
4/29/2014,15.8
4/30/2014,14.6
5/1/2014,15.5
5/2/2014,16.8
5/3/2014,16.3
5/4/2014,15.9
5/5/2014,15.6
5/6/2014,16.3
5/7/2014,16.8
5/8/2014,17.2
5/9/2014,18
5/10/2014,18.2
5/11/2014,19
5/12/2014,17.8
5/13/2014,19.5
5/14/2014,18.7
5/15/2014,15.6
5/16/2014,15.3
5/17/2014,15.3
5/18/2014,15.8
5/19/2014,16.8
5/20/2014,19.3
5/21/2014,21.2
5/22/2014,21.9
5/23/2014,22.3
5/24/2014,22.1
5/25/2014,23
5/26/2014,23.8
5/27/2014,22.9
5/28/2014,22.1
5/29/2014,20.1
5/30/2014,18.3
5/31/2014,19.1
6/1/2014,19
6/2/2014,18.8
6/3/2014,19.2
6/4/2014,19.8
6/5/2014,20.5
6/6/2014,22
6/7/2014,23.3
6/8/2014,23.6
6/9/2014,22.8
6/10/2014,22.4
6/11/2014,24.7
6/12/2014,24.4
6/13/2014,24.6
6/14/2014,25.2
6/15/2014,24
6/16/2014,23.6
6/17/2014,25
6/18/2014,26
6/19/2014,23.5
6/20/2014,20.9
6/21/2014,22.7
6/22/2014,24.5
6/23/2014,24.2
6/24/2014,26.1
6/25/2014,27.4
6/26/2014,29.3
6/27/2014,28.5
6/28/2014,26.4
6/29/2014,26.1
6/30/2014,26.3
7/1/2014,26.9
7/2/2014,26
7/3/2014,27
7/4/2014,27.3
7/5/2014,26
7/6/2014,25.7
7/7/2014,26.9
7/8/2014,27.9
7/9/2014,25.9
7/10/2014,25.5
7/11/2014,24.4
7/12/2014,24
7/13/2014,24.2
7/14/2014,24.2
7/15/2014,23.4
7/16/2014,24.4
7/17/2014,25.5
7/18/2014,25.9
7/19/2014,26.5
7/20/2014,27.1
7/21/2014,28
7/22/2014,26.9
7/23/2014,25.2
7/24/2014,25
7/25/2014,26.3
7/26/2014,27.3
7/27/2014,27.4
7/28/2014,26.6
7/29/2014,26.1
7/30/2014,28.3
7/31/2014,26.9
8/1/2014,25
8/2/2014,24.9
8/3/2014,27
8/4/2014,28.2
8/5/2014,28.5
8/6/2014,27.6
8/7/2014,24.9
8/8/2014,25.4
8/9/2014,26.6
8/10/2014,28
8/11/2014,28.8
8/12/2014,29
8/13/2014,29.5
8/14/2014,29.5
8/15/2014,28.9
8/16/2014,26.3
8/17/2014,25
8/18/2014,25.5
8/19/2014,26.2
8/20/2014,26.1
8/21/2014,27.8
8/22/2014,29.1
8/23/2014,29.1
8/24/2014,29.4
8/25/2014,27.7
8/26/2014,26.5
8/27/2014,27.2
8/28/2014,28.9
8/29/2014,28.2
8/30/2014,26.5
8/31/2014,25.2
9/1/2014,24.8
9/2/2014,22.8
9/3/2014,22.9
9/4/2014,23.2
9/5/2014,23.1
9/6/2014,23.4
9/7/2014,22.9
9/8/2014,23.6
9/9/2014,24
9/10/2014,23.8
9/11/2014,23.9
9/12/2014,24
9/13/2014,25
9/14/2014,24.9
9/15/2014,24.1
9/16/2014,23.9
9/17/2014,23.7
9/18/2014,23.7
9/19/2014,23.3
9/20/2014,23.4
9/21/2014,24.4
9/22/2014,25.8
9/23/2014,25.9
9/24/2014,23.7
9/25/2014,22.7
9/26/2014,23
9/27/2014,21.2
9/28/2014,20.3
9/29/2014,20.2
9/30/2014,19.8
10/1/2014,20.8
10/2/2014,21.3
10/3/2014,20.7
10/4/2014,21.1
10/5/2014,20.5
10/6/2014,21
10/7/2014,21.1
10/8/2014,20.4
10/9/2014,20.6
10/10/2014,20.7
10/11/2014,20.1
10/12/2014,20.3
10/13/2014,20.1
10/14/2014,20.1
10/15/2014,20.6
10/16/2014,22.5
10/17/2014,21.9
10/18/2014,22.2
10/19/2014,21.5
10/20/2014,19
10/21/2014,18.4
10/22/2014,19
10/23/2014,17
10/24/2014,15
10/25/2014,15.5
10/26/2014,16
10/27/2014,15.3
10/28/2014,14.8
10/29/2014,15.1
10/30/2014,15.6
10/31/2014,14.9
11/1/2014,14.1
11/2/2014,14.3
11/3/2014,14.7
11/4/2014,15.3
11/5/2014,16.4
11/6/2014,18.2
11/7/2014,18
11/8/2014,16.6
11/9/2014,16.8
11/10/2014,16.5
11/11/2014,16.8
11/12/2014,17.1
11/13/2014,16.4
11/14/2014,15.5
11/15/2014,15.8
11/16/2014,16.2
11/17/2014,17.7
11/18/2014,17
11/19/2014,17.9
11/20/2014,15.1
11/21/2014,13.7
11/22/2014,13.5
11/23/2014,13.2
11/24/2014,12.6
11/25/2014,12.2
11/26/2014,11.2
11/27/2014,12.5
11/28/2014,15.4
11/29/2014,16.4
11/30/2014,16.9
12/1/2014,16.4
12/2/2014,17.7
12/3/2014,17.8
12/4/2014,16.3
12/5/2014,15.3
12/6/2014,15.6
12/7/2014,14.7
12/8/2014,13.6
12/9/2014,13.2
12/10/2014,12.8
12/11/2014,14
12/12/2014,13.4
12/13/2014,13.1
12/14/2014,11
12/15/2014,10.8
12/16/2014,12.4
12/17/2014,13.9
12/18/2014,11.6
12/19/2014,11.8
12/20/2014,11.4
12/21/2014,12.6
12/22/2014,11.6
12/23/2014,10.5
12/24/2014,11.8
12/25/2014,11.4
12/26/2014,12.3
12/27/2014,10.3
12/28/2014,9.7
12/29/2014,11.9
12/30/2014,7.4
12/31/2014,4.2
1/1/2015,4.9
1/2/2015,5.9
1/3/2015,6.9
1/4/2015,9.3
1/5/2015,7.2
1/6/2015,5
1/7/2015,4.6
1/8/2015,5.3
1/9/2015,6.6
1/10/2015,9.5
1/11/2015,10.7
1/12/2015,11.5
1/13/2015,7.8
1/14/2015,8.8
1/15/2015,8.7
1/16/2015,9.3
1/17/2015,10.2
1/18/2015,10.9
1/19/2015,13.9
1/20/2015,13.9
1/21/2015,14.2
1/22/2015,13.2
1/23/2015,12.6
1/24/2015,10.7
1/25/2015,11.6
1/26/2015,10.5
1/27/2015,9.3
1/28/2015,9.4
1/29/2015,10.3
1/30/2015,10.6
1/31/2015,14.3
2/1/2015,15.4
2/2/2015,10.2
2/3/2015,10
2/4/2015,11.3
2/5/2015,14.5
2/6/2015,12.8
2/7/2015,11.1
2/8/2015,8.7
2/9/2015,7.7
2/10/2015,5.4
2/11/2015,5
2/12/2015,5.4
2/13/2015,7.6
2/14/2015,8.2
2/15/2015,8.5
2/16/2015,8.8
2/17/2015,8.7
2/18/2015,4.4
2/19/2015,5.3
2/20/2015,7.8
2/21/2015,9
2/22/2015,10.8
2/23/2015,12.2
2/24/2015,11
2/25/2015,10.9
2/26/2015,10.9
2/27/2015,10.9
2/28/2015,11.4
3/1/2015,10.6
3/2/2015,11
3/3/2015,13.3
3/4/2015,13
3/5/2015,12.7
3/6/2015,13.5
3/7/2015,11.1
3/8/2015,10.8
3/9/2015,10
3/10/2015,10.1
3/11/2015,9.7
3/12/2015,10.1
3/13/2015,9.9
3/14/2015,9.7
3/15/2015,11.2
3/16/2015,11.3
3/17/2015,11
3/18/2015,11
3/19/2015,10.1
3/20/2015,11.1
3/21/2015,10.2
3/22/2015,10.1
3/23/2015,14.3
3/24/2015,15.4
3/25/2015,14.3
3/26/2015,15.5
3/27/2015,14.1
3/28/2015,13.1
3/29/2015,13
3/30/2015,12.7
3/31/2015,13.7
4/1/2015,12.9
4/2/2015,14.9
4/3/2015,13.9
4/4/2015,12.8
4/5/2015,13.1
4/6/2015,14.1
4/7/2015,11.6
4/8/2015,9.7
4/9/2015,10.7
4/10/2015,12.2
4/11/2015,12.5
4/12/2015,13.9
4/13/2015,14.6
4/14/2015,16.3
4/15/2015,15.8
4/16/2015,15.6
4/17/2015,15.2
4/18/2015,16.2
4/19/2015,17.6
4/20/2015,15.7
4/21/2015,14.6
4/22/2015,15.4
4/23/2015,13.7
4/24/2015,13.9
4/25/2015,16.3
4/26/2015,17.5
4/27/2015,17.3
4/28/2015,18.1
4/29/2015,16.6
4/30/2015,16.8
5/1/2015,16.7
5/2/2015,16.3
5/3/2015,18.9
5/4/2015,20
5/5/2015,21.7
5/6/2015,23.2
5/7/2015,23.9
5/8/2015,22.6
5/9/2015,21.7
5/10/2015,20.7
5/11/2015,18.7
5/12/2015,18.3
5/13/2015,20.1
5/14/2015,19.3
5/15/2015,19.5
5/16/2015,20.5
5/17/2015,21.4
5/18/2015,21.7
5/19/2015,19.6
5/20/2015,18.8
5/21/2015,21.8
5/22/2015,23.6
5/23/2015,20.1
5/24/2015,17.8
5/25/2015,18.8
5/26/2015,20.5
5/27/2015,19.3
5/28/2015,18.3
5/29/2015,19.3
5/30/2015,19.9
5/31/2015,20.4
6/1/2015,21.1
6/2/2015,22.5
6/3/2015,23.3
6/4/2015,24.2
6/5/2015,23.1
6/6/2015,22.7
6/7/2015,21.8
6/8/2015,20.5
6/9/2015,20.6
6/10/2015,21.3
6/11/2015,22.4
6/12/2015,23.3
6/13/2015,25.3
6/14/2015,25.6
6/15/2015,26
6/16/2015,26
6/17/2015,25.9
6/18/2015,22.1
6/19/2015,22.2
6/20/2015,23
6/21/2015,22.7
6/22/2015,23.1
6/23/2015,22.5
6/24/2015,22.9
6/25/2015,24.8
6/26/2015,23.8
6/27/2015,21.1
6/28/2015,22
6/29/2015,23
6/30/2015,23.2
7/1/2015,22.4
7/2/2015,24
7/3/2015,26.6
7/4/2015,25.6
7/5/2015,25.5
7/6/2015,26.5
7/7/2015,29
7/8/2015,28.9
7/9/2015,27.4
7/10/2015,27.6
7/11/2015,27.1
7/12/2015,26.7
7/13/2015,26.5
7/14/2015,28.2
7/15/2015,27.7
7/16/2015,29.4
7/17/2015,29.5
7/18/2015,28.6
7/19/2015,28.6
7/20/2015,29.3
7/21/2015,31
7/22/2015,30.8
7/23/2015,27.8
7/24/2015,27.6
7/25/2015,28.3
7/26/2015,28.3
7/27/2015,29.2
7/28/2015,29.7
7/29/2015,30.3
7/30/2015,30.8
7/31/2015,31.8
8/1/2015,31.4
8/2/2015,30.6
8/3/2015,29.7
8/4/2015,28.2
8/5/2015,27.9
8/6/2015,27.2
8/7/2015,27.6
8/8/2015,26.8
8/9/2015,26.9
8/10/2015,26.9
8/11/2015,26.9
8/12/2015,26.6
8/13/2015,26.8
8/14/2015,26.4
8/15/2015,27.2
8/16/2015,27.4
8/17/2015,26.4
8/18/2015,25.5
8/19/2015,26.8
8/20/2015,27.2
8/21/2015,26.4
8/22/2015,26.3
8/23/2015,26.1
8/24/2015,26
8/25/2015,27.7
8/26/2015,27.9
8/27/2015,27.2
8/28/2015,27.1
8/29/2015,27.5
8/30/2015,28.2
8/31/2015,27.9
9/1/2015,26.7
9/2/2015,26.8
9/3/2015,26.6
9/4/2015,27.8
9/5/2015,28.9
9/6/2015,30.5
9/7/2015,30.1
9/8/2015,28.4
9/9/2015,26.2
9/10/2015,26.3
9/11/2015,25
9/12/2015,24.1
9/13/2015,25
9/14/2015,25
9/15/2015,24.9
9/16/2015,25.2
9/17/2015,25.9
9/18/2015,27.1
9/19/2015,26.9
9/20/2015,26.7
9/21/2015,21.3
9/22/2015,21.5
9/23/2015,22.1
9/24/2015,22.6
9/25/2015,22.5
9/26/2015,21.4
9/27/2015,20.8
9/28/2015,21.8
9/29/2015,21.7
9/30/2015,20.6
10/1/2015,20.4
10/2/2015,20.3
10/3/2015,20.5
10/4/2015,20.8
10/5/2015,21.5
10/6/2015,21.5
10/7/2015,21.9
10/8/2015,22.4
10/9/2015,21.9
10/10/2015,22.4
10/11/2015,22.6
10/12/2015,20.6
10/13/2015,19.7
10/14/2015,20
10/15/2015,19.8
10/16/2015,19.8
10/17/2015,20.1
10/18/2015,20.4
10/19/2015,21
10/20/2015,21.8
10/21/2015,19.8
10/22/2015,19.4
10/23/2015,17.5
10/24/2015,16.5
10/25/2015,16.4
10/26/2015,15.7
10/27/2015,17
10/28/2015,17
10/29/2015,15.8
10/30/2015,15.8
10/31/2015,14.5
11/1/2015,13
11/2/2015,13.8
11/3/2015,14.9
11/4/2015,15.4
11/5/2015,15
11/6/2015,15.4
11/7/2015,15.4
11/8/2015,15.5
11/9/2015,15.3
11/10/2015,17.6
11/11/2015,17.8
11/12/2015,18.1
11/13/2015,17.9
11/14/2015,17.1
11/15/2015,16.4
11/16/2015,16.3
11/17/2015,17.2
11/18/2015,16.3
11/19/2015,16.1
11/20/2015,14.8
11/21/2015,16
11/22/2015,17.6
11/23/2015,18.4
11/24/2015,18
11/25/2015,17
11/26/2015,14.4
11/27/2015,14.6
11/28/2015,13.5
11/29/2015,13.4
11/30/2015,12.1
12/1/2015,11.5
12/2/2015,13.2
12/3/2015,13.8
12/4/2015,13.9
12/5/2015,13.6
12/6/2015,12.5
12/7/2015,11.7
12/8/2015,11.7
12/9/2015,11.3
12/10/2015,11.5
12/11/2015,9.9
12/12/2015,9.8
12/13/2015,10
12/14/2015,9.7
12/15/2015,11.1
12/16/2015,11.4
12/17/2015,9.8
12/18/2015,9.9
12/19/2015,8.7
12/20/2015,9.5
12/21/2015,8.7
12/22/2015,9.8
12/23/2015,10.5
12/24/2015,10.2
12/25/2015,9.7
12/26/2015,10.7
12/27/2015,10.8
12/28/2015,10.6
12/29/2015,10.7
12/30/2015,9.8
12/31/2015,4.2
1/1/2016,4.4
1/2/2016,9.1
1/3/2016,11.2
1/4/2016,12.1
1/5/2016,15.6
1/6/2016,15.1
1/7/2016,12.1
1/8/2016,11.8
1/9/2016,11.7
1/10/2016,13.8
1/11/2016,13.6
1/12/2016,13.5
1/13/2016,12.9
1/14/2016,11.6
1/15/2016,11.5
1/16/2016,14.1
1/17/2016,9.2
1/18/2016,6.6
1/19/2016,6.9
1/20/2016,9.6
1/21/2016,8.3
1/22/2016,8.3
1/23/2016,7.2
1/24/2016,6.5
1/25/2016,7.6
1/26/2016,7.8
1/27/2016,9.8
1/28/2016,11.5
1/29/2016,11
1/30/2016,11.9
1/31/2016,10.4
2/1/2016,11.4
2/2/2016,13.1
2/3/2016,12.2
2/4/2016,12.1
2/5/2016,10
2/6/2016,7.7
2/7/2016,8.1
2/8/2016,9.3
2/9/2016,9.7
2/10/2016,11.6
2/11/2016,13.3
2/12/2016,13.9
2/13/2016,13.6
2/14/2016,14.8
2/15/2016,16.7
2/16/2016,18.3
2/17/2016,17.3
2/18/2016,16.2
2/19/2016,14
2/20/2016,11.7
2/21/2016,10.4
2/22/2016,12.9
2/23/2016,14.2
2/24/2016,13.5
2/25/2016,13.3
2/26/2016,13.3
2/27/2016,13.3
2/28/2016,13.3
2/29/2016,16.6
3/1/2016,14.4
3/2/2016,11.8
3/3/2016,12.1
3/4/2016,10.5
3/5/2016,10.8
3/6/2016,12
3/7/2016,14.7
3/8/2016,14.4
3/9/2016,13.1
3/10/2016,11.4
3/11/2016,12.8
3/12/2016,14.3
3/13/2016,13.1
3/14/2016,11.4
3/15/2016,10.3
3/16/2016,11.1
3/17/2016,10.8
3/18/2016,11.7
3/19/2016,12.1
3/20/2016,12.9
3/21/2016,13.2
3/22/2016,14.3
3/23/2016,16.1
3/24/2016,13.7
3/25/2016,12.4
3/26/2016,11.6
3/27/2016,11.3
3/28/2016,10.9
3/29/2016,13
3/30/2016,14.4
3/31/2016,14.7
4/1/2016,14.4
4/2/2016,15.1
4/3/2016,16.9
4/4/2016,17.5
4/5/2016,18.1
4/6/2016,18.7
4/7/2016,19.1
4/8/2016,17.9
4/9/2016,16
4/10/2016,14
4/11/2016,14.1
4/12/2016,15.8
4/13/2016,18.8
4/14/2016,20.5
4/15/2016,18.9
4/16/2016,18.4
4/17/2016,19.4
4/18/2016,20.2
4/19/2016,21.5
4/20/2016,20.9
4/21/2016,18.5
4/22/2016,17.2
4/23/2016,17.8
4/24/2016,16.6
4/25/2016,17
4/26/2016,13.8
4/27/2016,14.6
4/28/2016,17.9
4/29/2016,20.5
4/30/2016,19.6
5/1/2016,18.7
5/2/2016,16.8
5/3/2016,13.8
5/4/2016,14.3
5/5/2016,15.1
5/6/2016,15
5/7/2016,15.9
5/8/2016,17.4
5/9/2016,18.2
5/10/2016,19.5
5/11/2016,19.6
5/12/2016,21.9
5/13/2016,19.7
5/14/2016,19.6
5/15/2016,19.2
5/16/2016,18.7
5/17/2016,18.1
5/18/2016,17.6
5/19/2016,17.6
5/20/2016,19.1
5/21/2016,17.8
5/22/2016,18.6
5/23/2016,19
5/24/2016,18.5
5/25/2016,17.9
5/26/2016,19
5/27/2016,21.8
5/28/2016,22.5
5/29/2016,22.4
5/30/2016,23.8
5/31/2016,23.8
6/1/2016,26.3
6/2/2016,25.5
6/3/2016,21.6
6/4/2016,21.1
6/5/2016,22.2
6/6/2016,22.8
6/7/2016,23.4
6/8/2016,21
6/9/2016,19.8
6/10/2016,19.8
6/11/2016,21
6/12/2016,22.1
6/13/2016,21.2
6/14/2016,21.2
6/15/2016,21.7
6/16/2016,24.9
6/17/2016,27.3
6/18/2016,30.5
6/19/2016,32.2
6/20/2016,29.2
6/21/2016,29.9
6/22/2016,29.8
6/23/2016,29.5
6/24/2016,28.4
6/25/2016,23
6/26/2016,24.8
6/27/2016,26
6/28/2016,26.1
6/29/2016,25.3
6/30/2016,26
7/1/2016,26.7
7/2/2016,27.5
7/3/2016,27
7/4/2016,29
7/5/2016,29
7/6/2016,27.4
7/7/2016,26.8
7/8/2016,27.6
7/9/2016,26.8
7/10/2016,28.1
7/11/2016,27.9
7/12/2016,27.6
7/13/2016,27.2
7/14/2016,28.9
7/15/2016,28.7
7/16/2016,24.9
7/17/2016,23.6
7/18/2016,24.9
7/19/2016,26.8
7/20/2016,27.7
