,input_lst_layer,lstm_activations,time_steps,dropout,train_mse,train_mae,test_mse,test_mae,type_model
56,tanh,relu,30,0.2,26.464672088623047,4.823629379272461,26.86135482788086,4.992559909820557,2
57,relu,linear,30,0.2,16.534957885742188,3.752548933029175,16.970224380493164,3.9365274906158447,2
58,linear,linear,30,0.2,19.712142944335938,4.098153114318848,20.922134399414062,4.375312328338623,2
59,tanh,linear,30,0.2,23.559539794921875,4.518136024475098,24.371517181396484,4.741024971008301,2
60,relu,tanh,30,0.2,442.1951599121094,20.215328216552734,493.5004577636719,21.771711349487305,2
61,linear,tanh,30,0.2,15.899168968200684,3.5947914123535156,15.887669563293457,3.7264773845672607,2
62,tanh,tanh,30,0.2,14.9942626953125,3.5189034938812256,14.30471134185791,3.572272777557373,2
63,relu,relu,30,0.5,109.78177642822266,10.014033317565918,120.0450668334961,10.698887825012207,2
64,linear,relu,30,0.5,118.71585845947266,10.413990020751953,131.41294860839844,11.202103614807129,2
65,tanh,relu,30,0.5,442.1951599121094,20.215328216552734,493.5004577636719,21.771711349487305,2
66,relu,linear,30,0.5,120.04266357421875,10.4752836227417,132.48561096191406,11.248788833618164,2
67,linear,linear,30,0.5,108.7137451171875,9.963897705078125,118.84226989746094,10.646917343139648,2
68,tanh,linear,30,0.5,119.30093383789062,10.424586296081543,130.36746215820312,11.138252258300781,2
69,relu,tanh,30,0.5,118.03059387207031,10.394279479980469,130.16925048828125,11.1647310256958,2
70,linear,tanh,30,0.5,108.28872680664062,9.95801067352295,117.5589370727539,10.607776641845703,2
71,tanh,tanh,30,0.5,109.54429626464844,9.994487762451172,119.51403045654297,10.68066692352295,2
